Nombre,Paquete de Ventas,Caracteristicas
"DELL Inspiron Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10) Inspiron 7415 2 in 1 Laptop  (14 Inch, Pebble Green, 1.56 KG, With MS Office)","Laptop, Active Pen, Battery, Adapter, Cables and User Manuals","Pebble Green,2 in 1 Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10"
"DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 5410 2 in 1 Laptop  (14 Inch, Silver, 1.56 KG, With MS Office)","Laptop, Active Pen, Battery, Adapter, Cables and User Manuals","Silver,2 in 1 Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10"
"Lenovo Ideapad Slim3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14 ITL 6 Thin and Light Laptop  (14 Inch, Arctic Grey, 1.41 KG, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"Lenovo Ideapad Slim 5i Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 15 ITL 05 Thin and Light Laptop  (15.6 Inch, Graphite Grey, 1.66 KG, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Graphite Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,16 GB,DDR4,Windows 10 Home"
"MSI GF65 Thin Hexa Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) GF65 Thin 10UE-290IN Gaming Laptop  (15.6 inch, Black, 1.86 KG)","Laptop, Battery, Power Adapter, User Guide","Black,Gaming Laptop,Gaming, Processing & Multitasking,Intel,Hexa Core i5,16 GB,DDR4,Windows 10 Home"
"MSI GF63 Thin Hexa Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Max Q/60 Hz) GF63 Thin 10SCXR-1616IN / GF63 Thin 10SC-611IN Gaming Laptop  (15.6 inch, Black, 1.86 KG)","Laptop, battery, power adapter, user guide","Black,Gaming Laptop,Gaming,Intel,Hexa Core i5,8 GB,DDR4,Windows 10 Home"
"DELL DELL 5590 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 15 5590 Laptop  (15.6 inch, Silver, 1.8 kg, With MS Office)","Laptop,Battery,AC Adapter,User guide and Manuals","Silver,Laptop,Processing & Multitasking, Entertainment, Gaming, Performance, Everyday Use, Travel & Business,Intel,Core i5,8 GB,DDR4,Windows 10"
"DELL GAMING G5 SERIES Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 1650Ti/120 Hz) G5 5500 Gaming Laptop  (15.6 inch, Black, 2.3 kg, With MS Office)","Laptop, Power Adaptor","Black,Gaming Laptop,Gaming, Performance, Processing & Multitasking, Entertainment,Intel,Core i5,8 GB,DDR4,Windows 10"
"Lenovo Ideapad Slim 3i (2021) Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) IdeaPad 3 15ITL6 Thin and Light Laptop  (15.6 Inch, Arctic Grey, 1.65 KG, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"Lenovo IdeaPad Slim 3i (2021) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) IdeaPad 3 14ITL6 Thin and Light Laptop  (14 Inch, Arctic Grey, 1.41 KG, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"ASUS VivoBook Ultra K14 (2021) Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB503TS Thin and Light Laptop  (14 inch, Transparent Silver, 1.40 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Transparent Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10 Home"
"Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) 14 ALC 05 Thin and Light Laptop  (14 Inch, Graphite Grey, 1.39 KG, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Graphite Grey,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 7 Octa Core,8 GB,DDR4,Windows 10 Home"
"HP Pavilion Gaming Ryzen 7 Octa Core 4800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce 1650Ti/144 Hz) 15-EC1512AX Gaming Laptop  (15.6 inch, Shadow Black, 2.19 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Shadow Black,Gaming Laptop,Gaming, Processing & Multitasking,AMD,Ryzen 7 Octa Core,16 GB,DDR4,Windows 10 Home"
"ASUS TUF Gaming F15 (2021) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) FX506HM-HN016T Gaming Laptop  (15.6 Inch, Graphite Black, 2.3 KG)","Laptop, Power Adaptor, User Guide, Warranty Documents","Graphite Black,Gaming Laptop,Gaming, Processing & Multitasking,Intel,Core i5,16 GB,DDR4,Windows 10 Home"
"ASUS VivoBook Ultra Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB502TS Thin and Light Laptop  (14 inch, Indie Black, 1.40 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Indie Black,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10 Home"
"Lenovo Ideapad Slim 3i (2021) Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"Lenovo ThinkPad Core i5 10th Gen - (16 GB/512 GB HDD/512 GB SSD/Windows 10 Pro) T14 Thin and Light Laptop  (14 Inch, Black, 1.55 KG)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,16 GB,DDR4,Windows 10 Pro"
"Lenovo Yoga Slim 7 Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Yoga Slim 7 14ITL05a Thin and Light Laptop  (14 Inches, Slate Grey, 1.36 KG, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Slate Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,16 GB,DDR4,Windows 10 Home"
"Lenovo Yoga Slim 7 Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) Yoga Slim 7 14ITL05b Thin and Light Laptop  (14 inch, Slate Grey, 1.36 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Slate Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"Lenovo Ideapad Slim 3i (2021) Core i5 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 15ITL6/ 15ITL6 Ub Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"ASUS Zephyrus G14 Ryzen 7 Octa Core AMD Ryzen™ 7 5800HS 5th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) GA401QC-HZ047TS Gaming Laptop  (14 inch, White, 1.60 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Sleeve","White,Gaming Laptop,Gaming,AMD,Ryzen 7 Octa Core,8 GB,DDR4,Windows 10 Home"
"Lenovo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) E15 Laptop  (15.6 Inch, Black, 1.7 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black,Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"Lenovo ThinkPad E15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) E15 Thin and Light Laptop  (15.6 Inch, Black, 1.7 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10) 42V68PA Laptop  (15.6 inch, Black, 1.74 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black,Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10"
"Lenovo IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) 15IMH05 Gaming Laptop  (15.6 inch, Onyx Black, 2.2 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Onyx Black,Gaming Laptop,Gaming, Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"Lenovo Legion Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) Y540-15IRH-PG0 Gaming Laptop  (15.6 inch, Raven Black, 2.3 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Raven Black,Gaming Laptop,Processing & Multitasking, Gaming,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"ASUS VivoBook Ultra S14 Core i7 11th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) S433EA-AM702TS Thin and Light Laptop  (14 inch, Dreamy White, 1.40 Kg, With MS Office)","Laptop, Power Adaptor, User Guide","Dreamy White,Thin and Light Laptop,Processing & Multitasking,Intel,Core i7,8 GB,DDR4,Windows 10 Home"
"Lenovo ThinkPad E15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) E15 Thin and Light Laptop  (15.6 Inch, Black, 1.7 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"Lenovo Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) E15 Laptop  (15.6 Inch, Black, 1.7 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black,Laptop,Processing & Multitasking,Intel,Core i5,16 GB,DDR4,Windows 10 Home"
"Lenovo ThinkPad Core i5 10th Gen - (8 GB/512 GB HDD/512 GB SSD/Windows 10 Pro) T14 Thin and Light Laptop  (14 Inch, Black, 1.55 KG)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Pro"
"ASUS VivoBook Ultra 17 Ryzen 5 Hexa Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) M712UA-AU501TS Thin and Light Laptop  (17.3 inch, Transparent Silver, 2.30 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Transparent Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10 Home"
"ASUS ZenBook 13 (2021) OLED Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) UX325EA-KG701TS Thin and Light Laptop  (13.3 inch, Lilac Mist, 1.14 kg, With MS Office)","Laptop, Power Adaptor, Sleeve, USB-C to Audio Jack Adapter, User Guide, Warranty Documents","Lilac Mist,Thin and Light Laptop,Processing & Multitasking,Intel,Core i7,16 GB,LPDDR4X,Windows 10 Home"
"Lenovo V Series Athlon Dual Core 3050U - (4 GB/1 TB HDD/Windows 10 Home) V-15 ADA Laptop  (15.6 Inch, Iron Grey, 1.85 KG)","Laptop, Power Adaptor, User Guide, Warranty Documents","Iron Grey,Laptop,Processing & Multitasking,AMD,Athlon Dual Core,4 GB,DDR4,Windows 10 Home"
"Lenovo V Series Athlon Dual Core 3150U - (4 GB/1 TB HDD/Windows 10 Home) V-15 ADA Laptop  (15.6 Inch, Iron Grey, 1.85 KG)","Laptop, Power Adaptor, User Guide, Warranty Documents","Iron Grey,Laptop,Processing & Multitasking,AMD,Athlon Dual Core,4 GB,DDR4,Windows 10 Home"
"DELL XPS Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) XPS 13 9305 Thin and Light Laptop  (13.3 Inch, Platinum Silver, 1.16 KG, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Platinum Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,16 GB,LPDDR4X,Windows 10"
"ASUS Vivobook Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X415EA-EK302TS Thin and Light Laptop  (14 inch, Transparent Silver, 1.55 kg, With MS Office)","Laptop, Power Adaptor, User Guide","Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,4 GB,DDR4,Windows 10 Home"
"DELL Vostro Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10) Vostro 3400 Thin and Light Laptop  (14 Inch, Dune, 1.58 KG, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Dune,Thin and Light Laptop,Processing & Multitasking, Everyday Use,Intel,Core i5,8 GB,DDR4,Windows 10"
"DELL Vostro Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) Vostro 3401 Thin and Light Laptop  (14 inch, Accent Black, 1.58 kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Accent Black,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,4 GB,DDR4,Windows 10 Home"
"Lenovo IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) 15IMH05 Gaming Laptop  (15.6 inch, Onyx Black, 2.2 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Onyx Black,Gaming Laptop,Gaming, Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) 15ARH05 Gaming Laptop  (15.6 inch, Onyx Black, 2.2 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Onyx Black,Gaming Laptop,Gaming, Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10 Home"
"Lenovo Ideapad Slim 5i Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL05U2a Thin and Light Laptop  (14 inch, Graphite Grey, 1.39 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Graphite Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 10 Home) 15ALC05 A|| 15ALC05 B Thin and Light Laptop  (15.6 inch, Graphite Grey, 1.66 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Graphite Grey,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 7 Octa Core,16 GB,DDR4,Windows 10 Home"
"Lenovo V15 Athlon Dual Core 3050U - (4 GB/1 TB HDD/DOS) V15 Laptop  (15.6 inch, Iron Grey, 1.85 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Iron Grey,Laptop,Processing & Multitasking,AMD,Athlon Dual Core,4 GB,DDR4,DOS"
"ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Ti/144 Hz) FX506LI-HN271TS Gaming Laptop  (15.6 Inch, Black Plastic, 2.3 KG, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black Plastic,Gaming Laptop,Gaming, Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"DELL Vostro Core i3 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10) Vostro 3400 Thin and Light Laptop  (14 inch, Dune, 1.58 kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Dune,Thin and Light Laptop,Everyday Use, Processing & Multitasking,Intel,Core i3,4 GB,DDR4,Windows 10"
"acer Aspire 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-75G-50TA/ A715-75G-41G/ A715-75G-52AA Gaming Laptop  (15.6 inch, Black, 2.15 Kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black,Gaming Laptop,Gaming,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"ASUS ROG Strix G15 (2020) Octa Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Ti/144 Hz) G512LI-HN305T Gaming Laptop  (15.6 inch, Black Plastic, 2.30 Kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black Plastic,Gaming Laptop,Gaming, Processing & Multitasking,Intel,Octa Core i7,16 GB,DDR4,Windows 10 Home"
"ASUS Zephyrus G14 Ryzen 5 Hexa Core AMD Ryzen™ 5 4600H 4th Gen - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX GTX 1650Ti/120 Hz) GA401II-HE233T Gaming Laptop  (14 inch, Moonlight White, 1.60 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Sleeve, Rog Eye Clip webcam","Moonlight White,Gaming Laptop,Gaming,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10"
"ASUS VivoBook Flip 14 (2022) Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 10 Home) TM420UA-EC501TS 2 in 1 Laptop  (14 inch, Bespoke Black, 1.50 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents, Plamrest, Stylus, Stylus Holder","Bespoke Black,2 in 1 Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10 Home"
"MSI GF65 Thin Hexa Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 1660 Ti/144 Hz) GF65 Thin 10SDR-1283IN Gaming Laptop  (15.6 inch, Black, 1.86 KG)","Laptop, battery, power adapter, user guide","Black,Gaming Laptop,Processing & Multitasking,Intel,Hexa Core i5,16 GB,DDR4,Windows 10 Home"
"ASUS ZenBook 14 Ryzen 5 Hexa Core AMD Ryzen™ 5 5500U Processor 5th Gen - (8 GB/512 GB SSD/Windows 10 Home) UM425UA-AM502TS Thin and Light Laptop  (14 inch, Lilac Mist, 1.22 kg, With MS Office)","Laptop, Power Adaptor, User Guide","Lilac Mist,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,LPDDR4X,Windows 10 Home"
"DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5418 Thin and Light Laptop  (14 inches, Silver, 1.5 kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10"
"DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop  (14 inches, Silver, 1.56 kg, With MS Office)","Laptop, Active Pen, Battery, Adapter, Cables and User Manuals","Silver,2 in 1 Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10"
"DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/2 GB Graphics) INSPIRON 3501 Thin and Light Laptop  (15.6 inch, Softmint, 1.83 kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Softmint,Thin and Light Laptop,Processing & Multitasking, Everyday Use,Intel,Core i5,8 GB,DDR4,Windows 10"
"DELL Inspiron Core i5 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10) Inspiron 3501 Thin and Light Laptop  (14.9 Inch, Accent Black, 1.83 KG, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Accent Black,Thin and Light Laptop,Processing & Multitasking, Everyday Use,Intel,Core i5,4 GB,DDR4,Windows 10"
"ASUS ASUS TUF Dash Series Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) FX516PM-HN157TS Gaming Laptop  (15.6 inch, Eclipse Grey, 2. kg, With MS Office)","Laptop, Power Adaptor, User Guide","Eclipse Grey,Gaming Laptop,Gaming,Intel,Core i5,16 GB,DDR4,Windows 10 Home"
"DELL Inspiron Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10) Inspiron 3501 Thin and Light Laptop  (15.6 inch, Soft Mint, 1.83 kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Soft Mint,Thin and Light Laptop,Everyday Use, Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10"
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10) INSPIRON 3501 Thin and Light Laptop  (15.6 inch, Softmint, 1.83 kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Softmint,Thin and Light Laptop,Processing & Multitasking, Everyday Use,Intel,Core i3,8 GB,DDR4,Windows 10"
"HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14s-DQ2100TU Thin and Light Laptop  (14 inch, Jet Black, 1.46 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Jet Black,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"Lenovo Intel EVO Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 82BH004HIN Laptop  (14 inch, Slate Grey, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Slate Grey,Laptop,Everyday Use,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"Lenovo Yoga Slim 7 Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) Carbon 13ITL5 Thin and Light Laptop  (13.3 inch, Moon White, 0.966 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Moon White,Thin and Light Laptop,Processing & Multitasking,Intel,Core i7,16 GB,LPDDR4X,Windows 10 Home"
"DELL Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10) D560020WIN9S Laptop  (13.3 inch, Silver, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Silver,Laptop,Everyday Use,Intel,Core i5,8 GB,DDR3,Windows 10"
"DELL Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) D560424WIN9S Laptop  (15.6 inch, Soft Mint, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Soft Mint,Laptop,Everyday Use,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"MSI GF63 Thin Core i7 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Max Q/60 Hz) GF63 Thin 10SCXR-1617IN / GF63 Thin 10SC-610IN Gaming Laptop  (15.6 inch, Black, 1.86 KG)","Laptop, battery, power adapter, user guide","Black,Gaming Laptop,Gaming,Intel,Core i7,8 GB,DDR4,Windows 10 Home"
"HP 14s Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14s- DY2501TU Thin and Light Laptop  (14 inch, Natural Silver, 1.46 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"acer Nitro 5 Ryzen 7 Octa Core 5800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) AN515-45/ AN515-45-R2GL Gaming Laptop  (15.6 inch, Black, 2.4 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black,Gaming Laptop,Gaming,AMD,Ryzen 7 Octa Core,16 GB,DDR4,Windows 10 Home"
"ASUS ZenBook Duo 14 (2021) Touch Panel Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphics) UX482EG-KA711TS Thin and Light Laptop  (14 inch, Celestial Blue, 1.62 kg, With MS Office)","Laptop, TYPE-C Power Adaptor, User Guide, Warranty Documents, Sleeve, Stand, Stylus","Celestial Blue,Thin and Light Laptop,Processing & Multitasking,Intel,Core i7,16 GB,LPDDR4X,Windows 10 Home"
"ASUS ROG Strix G15 (2020) Core i5 10th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Ti) G512LI-HN118TS Gaming Laptop  (15.6 inch, Electro Punk Plastic, 2.30 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Electro Punk Plastic,Gaming Laptop,Gaming, Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"DELL Inspiron Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop  (14 inches, Silver, 1.56 kg, With MS Office)","Laptop, Active Pen, Battery, Adapter, Cables and User Manuals","Silver,2 in 1 Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10"
"MSI Prestige 14 EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Prestige 14 Evo A11M-436IN Thin and Light Laptop  (14 inch, Carbon Gray, 1.29 kg)","Laptop, Battery, Power Adapter, User Guide","Carbon Gray,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,16 GB,LPDDR4X,Windows 10 Home"
"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 15s-EQ2040AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10 Home"
"ASUS ROG Flow X13 Ryzen 7 Octa Core 5800HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) GV301QH-K6463TS 2 in 1 Gaming Laptop  (13.4 inch, Off Black, 1.30 kg, With MS Office)","Laptop,TYPE-C Power Adaptor, User Guide, Warranty Documents, GV301 sleeve bag, Pen","Off Black,2 in 1 Gaming Laptop,Gaming, Processing & Multitasking,AMD,Ryzen 7 Octa Core,16 GB,LPDDR4X,Windows 10 Home"
"MSI Modern 14 Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MO-092IN Thin and Light Laptop  (14 inch, Carbon Gray, 1.3 Kg)","Laptop, Battery, Power Adapter, User Guide","Carbon Gray,Thin and Light Laptop,Processing & Multitasking,Intel,Core i7,8 GB,DDR4,Windows 10 Home"
