Interests,Accessibility,Site Name,Sites Visited,Age_Group,Tour_Duration_Pref,Rating_Category,Response_Speed,Accuracy_Level,VR_Quality,Satisfaction_Level
"Architecture, Nature, Art",False,Taj Mahal,"Colosseum, Eiffel Tower",56+,Media(5-7h),Medio,Rápido,Media,Excelente,Media
"Architecture, History, Nature",True,Great Wall of China,Colosseum,46-55,Larga(8-10h),Medio,Rápido,Alta,Buena,Media
Architecture,False,Colosseum,Great Wall of China,36-45,Media(5-7h),Alto,Lento,Media,Buena,Alta
"Architecture, Art",False,Taj Mahal,"Great Wall of China, Taj Mahal, Eiffel Tower",18-25,Media(5-7h),Bajo,Lento,Media,Excelente,Media
"Nature, History, Art",False,Eiffel Tower,Great Wall of China,46-55,Media(5-7h),Medio,Lento,Alta,Buena,Alta
"Art, History, Cultural",True,Machu Picchu,"Taj Mahal, Great Wall of China",36-45,Corta(1-4h),Medio,Normal,Media,Buena,Media
"Cultural, History",True,Great Wall of China,Eiffel Tower,36-45,Larga(8-10h),Alto,Rápido,Media,Buena,Alta
"Architecture, Nature, Cultural",False,Machu Picchu,"Taj Mahal, Eiffel Tower, Machu Picchu",56+,Media(5-7h),Medio,Rápido,Media,Excelente,Media
"Cultural, Architecture",False,Eiffel Tower,Taj Mahal,46-55,Media(5-7h),Medio,Lento,Media,Buena,Media
"Art, Nature, History",True,Machu Picchu,Eiffel Tower,36-45,Larga(8-10h),Medio,Rápido,Baja,Excelente,Media
"Architecture, Nature",True,Great Wall of China,"Eiffel Tower, Machu Picchu",26-35,Larga(8-10h),Medio,Lento,Alta,Buena,Media
Nature,False,Colosseum,"Taj Mahal, Colosseum, Great Wall of China",18-25,Media(5-7h),Alto,Lento,Alta,Buena,Alta
"History, Architecture, Art",True,Machu Picchu,"Colosseum, Great Wall of China",18-25,Corta(1-4h),Medio,Normal,Media,Buena,Media
Nature,False,Machu Picchu,Eiffel Tower,56+,Media(5-7h),Medio,Lento,Media,Buena,Media
History,True,Machu Picchu,Colosseum,26-35,Media(5-7h),Bajo,Lento,Media,Buena,Media
Architecture,False,Eiffel Tower,"Colosseum, Taj Mahal, Eiffel Tower",56+,Corta(1-4h),Bajo,Lento,Media,Buena,Media
Architecture,True,Great Wall of China,"Eiffel Tower, Machu Picchu",26-35,Media(5-7h),Medio,Lento,Media,Excelente,Media
History,True,Taj Mahal,"Machu Picchu, Colosseum, Eiffel Tower",18-25,Media(5-7h),Alto,Lento,Media,Regular,Alta
"History, Art, Nature",True,Machu Picchu,"Colosseum, Machu Picchu, Taj Mahal",56+,Larga(8-10h),Medio,Rápido,Media,Buena,Media
"Cultural, History, Architecture",False,Colosseum,"Eiffel Tower, Great Wall of China, Colosseum",26-35,Corta(1-4h),Medio,Lento,Media,Excelente,Media
Architecture,True,Machu Picchu,Great Wall of China,56+,Media(5-7h),Alto,Normal,Alta,Excelente,Alta
"History, Nature",False,Machu Picchu,Eiffel Tower,18-25,Corta(1-4h),Bajo,Lento,Alta,Buena,Media
"Nature, Art, Cultural",True,Taj Mahal,Colosseum,18-25,Media(5-7h),Alto,Rápido,Media,Regular,Alta
Art,False,Eiffel Tower,"Eiffel Tower, Machu Picchu",26-35,Larga(8-10h),Medio,Rápido,Media,Buena,Media
"Architecture, Cultural",True,Taj Mahal,Colosseum,18-25,Larga(8-10h),Alto,Rápido,Media,Excelente,Alta
"Art, Nature, History",False,Eiffel Tower,Great Wall of China,56+,Media(5-7h),Medio,Lento,Alta,Buena,Media
"Architecture, Cultural",False,Great Wall of China,"Eiffel Tower, Colosseum, Taj Mahal",46-55,Larga(8-10h),Bajo,Lento,Media,Buena,Media
"Architecture, Cultural, History",False,Great Wall of China,"Great Wall of China, Eiffel Tower",18-25,Corta(1-4h),Bajo,Lento,Media,Excelente,Media
Cultural,False,Taj Mahal,"Machu Picchu, Great Wall of China, Colosseum",26-35,Larga(8-10h),Medio,Rápido,Media,Excelente,Media
"History, Art, Nature",False,Great Wall of China,"Eiffel Tower, Machu Picchu, Colosseum",46-55,Corta(1-4h),Bajo,Rápido,Media,Buena,Media
"Art, Cultural",False,Machu Picchu,"Eiffel Tower, Great Wall of China, Taj Mahal",26-35,Media(5-7h),Medio,Lento,Media,Excelente,Alta
"Architecture, Cultural, Nature",True,Machu Picchu,"Eiffel Tower, Colosseum",56+,Corta(1-4h),Alto,Rápido,Alta,Buena,Alta
Art,False,Taj Mahal,"Machu Picchu, Taj Mahal",36-45,Media(5-7h),Alto,Lento,Media,Buena,Alta
"Architecture, Nature, History",False,Taj Mahal,"Eiffel Tower, Taj Mahal, Great Wall of China",18-25,Media(5-7h),Bajo,Normal,Media,Buena,Media
"Art, Architecture, Cultural",False,Great Wall of China,"Taj Mahal, Eiffel Tower, Machu Picchu",18-25,Corta(1-4h),Bajo,Lento,Media,Excelente,Media
"Art, Nature",True,Machu Picchu,"Great Wall of China, Colosseum, Machu Picchu",46-55,Media(5-7h),Medio,Normal,Media,Excelente,Media
"Nature, Art, Cultural",False,Taj Mahal,"Taj Mahal, Colosseum, Eiffel Tower",46-55,Larga(8-10h),Alto,Normal,Media,Excelente,Alta
"History, Nature",True,Great Wall of China,"Great Wall of China, Taj Mahal, Machu Picchu",56+,Larga(8-10h),Alto,Lento,Media,Excelente,Alta
Art,False,Colosseum,Colosseum,56+,Media(5-7h),Alto,Rápido,Alta,Excelente,Alta
Architecture,True,Great Wall of China,Taj Mahal,36-45,Corta(1-4h),Medio,Lento,Baja,Excelente,Media
"Art, Cultural, History",True,Great Wall of China,Eiffel Tower,26-35,Media(5-7h),Medio,Lento,Media,Buena,Media
"Architecture, Nature",False,Eiffel Tower,"Eiffel Tower, Great Wall of China",26-35,Media(5-7h),Bajo,Lento,Media,Excelente,Media
"Nature, Architecture",False,Colosseum,"Machu Picchu, Colosseum, Eiffel Tower",26-35,Corta(1-4h),Medio,Lento,Media,Excelente,Media
"Cultural, History",True,Colosseum,"Colosseum, Great Wall of China",46-55,Media(5-7h),Medio,Lento,Media,Excelente,Media
"Architecture, Cultural",False,Eiffel Tower,Eiffel Tower,36-45,Media(5-7h),Medio,Normal,Media,Excelente,Media
"Nature, Art, Cultural",True,Eiffel Tower,"Machu Picchu, Great Wall of China",56+,Larga(8-10h),Alto,Rápido,Media,Excelente,Alta
Cultural,False,Great Wall of China,"Eiffel Tower, Taj Mahal",56+,Larga(8-10h),Bajo,Lento,Alta,Buena,Media
Cultural,False,Eiffel Tower,"Machu Picchu, Great Wall of China",18-25,Corta(1-4h),Alto,Normal,Media,Buena,Alta
"Cultural, Art",False,Colosseum,"Colosseum, Taj Mahal, Eiffel Tower",56+,Larga(8-10h),Bajo,Normal,Media,Excelente,Media
History,False,Taj Mahal,"Great Wall of China, Taj Mahal, Eiffel Tower",46-55,Media(5-7h),Medio,Rápido,Media,Excelente,Media
"History, Nature",True,Colosseum,Taj Mahal,36-45,Corta(1-4h),Alto,Normal,Media,Excelente,Alta
"History, Architecture",False,Eiffel Tower,"Great Wall of China, Colosseum, Taj Mahal",26-35,Larga(8-10h),Bajo,Lento,Media,Regular,Media
"Architecture, Art, Cultural",True,Great Wall of China,Eiffel Tower,56+,Corta(1-4h),Bajo,Rápido,Media,Buena,Media
"Nature, Architecture",False,Taj Mahal,"Machu Picchu, Colosseum, Eiffel Tower",18-25,Corta(1-4h),Alto,Rápido,Alta,Buena,Alta
Architecture,False,Taj Mahal,"Taj Mahal, Machu Picchu, Great Wall of China",26-35,Larga(8-10h),Bajo,Lento,Alta,Excelente,Media
"Cultural, Architecture, Nature",False,Taj Mahal,Machu Picchu,26-35,Media(5-7h),Alto,Rápido,Alta,Buena,Alta
Art,False,Colosseum,"Eiffel Tower, Taj Mahal, Machu Picchu",56+,Corta(1-4h),Alto,Normal,Baja,Buena,Alta
Nature,True,Colosseum,"Great Wall of China, Colosseum",18-25,Media(5-7h),Alto,Lento,Media,Buena,Alta
"Nature, Cultural, Art",False,Great Wall of China,"Great Wall of China, Colosseum, Eiffel Tower",56+,Larga(8-10h),Bajo,Lento,Media,Buena,Media
"Architecture, History, Nature",True,Colosseum,Taj Mahal,56+,Corta(1-4h),Alto,Rápido,Media,Excelente,Alta
"Nature, Cultural",False,Machu Picchu,Great Wall of China,56+,Corta(1-4h),Alto,Lento,Baja,Buena,Alta
Art,False,Taj Mahal,"Machu Picchu, Great Wall of China",26-35,Larga(8-10h),Bajo,Lento,Media,Excelente,Media
"Architecture, History, Nature",False,Colosseum,"Great Wall of China, Eiffel Tower",56+,Larga(8-10h),Bajo,Normal,Alta,Regular,Media
"Architecture, Art, Cultural",True,Colosseum,Machu Picchu,26-35,Media(5-7h),Bajo,Lento,Alta,Excelente,Media
History,False,Taj Mahal,Colosseum,46-55,Larga(8-10h),Bajo,Rápido,Media,Excelente,Media
Art,True,Colosseum,Machu Picchu,56+,Larga(8-10h),Alto,Lento,Media,Excelente,Alta
"Nature, History, Architecture",False,Eiffel Tower,"Great Wall of China, Eiffel Tower",36-45,Corta(1-4h),Bajo,Normal,Media,Excelente,Media
Cultural,False,Eiffel Tower,Taj Mahal,26-35,Corta(1-4h),Bajo,Normal,Alta,Buena,Media
"Cultural, Architecture",True,Taj Mahal,Taj Mahal,56+,Corta(1-4h),Medio,Lento,Media,Buena,Media
"Nature, History, Architecture",True,Eiffel Tower,"Great Wall of China, Machu Picchu",56+,Corta(1-4h),Alto,Normal,Alta,Excelente,Alta
"Cultural, Architecture, Nature",True,Eiffel Tower,"Machu Picchu, Taj Mahal",56+,Media(5-7h),Bajo,Lento,Alta,Buena,Media
"History, Cultural",False,Eiffel Tower,Great Wall of China,46-55,Media(5-7h),Alto,Rápido,Media,Buena,Alta
"Cultural, Architecture",False,Machu Picchu,"Machu Picchu, Eiffel Tower",56+,Media(5-7h),Medio,Lento,Media,Excelente,Media
History,True,Eiffel Tower,Eiffel Tower,26-35,Media(5-7h),Bajo,Normal,Alta,Excelente,Media
Cultural,False,Colosseum,"Eiffel Tower, Machu Picchu, Great Wall of China",18-25,Corta(1-4h),Alto,Normal,Media,Buena,Alta
"Cultural, History, Nature",False,Eiffel Tower,"Colosseum, Eiffel Tower",56+,Corta(1-4h),Medio,Normal,Media,Buena,Media
"History, Cultural",True,Eiffel Tower,"Taj Mahal, Eiffel Tower",46-55,Media(5-7h),Medio,Rápido,Alta,Buena,Alta
"History, Architecture",False,Eiffel Tower,Eiffel Tower,26-35,Larga(8-10h),Bajo,Lento,Media,Excelente,Media
"Nature, Architecture, History",True,Great Wall of China,"Taj Mahal, Machu Picchu",18-25,Media(5-7h),Bajo,Rápido,Media,Excelente,Media
Nature,True,Taj Mahal,Taj Mahal,36-45,Media(5-7h),Bajo,Lento,Media,Excelente,Media
"History, Nature, Art",True,Great Wall of China,"Taj Mahal, Eiffel Tower",26-35,Media(5-7h),Medio,Rápido,Media,Excelente,Media
Nature,False,Great Wall of China,"Taj Mahal, Great Wall of China",46-55,Corta(1-4h),Medio,Normal,Media,Excelente,Media
Nature,False,Taj Mahal,"Colosseum, Machu Picchu",46-55,Media(5-7h),Bajo,Rápido,Media,Buena,Media
"Nature, Architecture, History",False,Colosseum,Taj Mahal,36-45,Media(5-7h),Medio,Lento,Media,Excelente,Media
"History, Cultural, Art",False,Great Wall of China,Great Wall of China,56+,Larga(8-10h),Alto,Normal,Media,Regular,Alta
"Nature, Architecture",True,Machu Picchu,"Taj Mahal, Great Wall of China",46-55,Media(5-7h),Medio,Rápido,Media,Excelente,Alta
"Cultural, History, Architecture",False,Machu Picchu,"Taj Mahal, Machu Picchu, Colosseum",56+,Corta(1-4h),Medio,Lento,Baja,Excelente,Media
Architecture,True,Colosseum,Colosseum,36-45,Media(5-7h),Medio,Lento,Alta,Buena,Media
Art,True,Taj Mahal,"Colosseum, Great Wall of China",26-35,Corta(1-4h),Medio,Lento,Media,Buena,Media
"Art, Architecture",False,Colosseum,"Machu Picchu, Eiffel Tower, Taj Mahal",18-25,Corta(1-4h),Alto,Lento,Alta,Buena,Alta
"Architecture, History, Cultural",False,Eiffel Tower,"Taj Mahal, Colosseum",56+,Media(5-7h),Medio,Lento,Baja,Excelente,Media
"Nature, Art",False,Taj Mahal,Taj Mahal,56+,Media(5-7h),Alto,Lento,Media,Buena,Alta
Nature,False,Eiffel Tower,"Machu Picchu, Colosseum, Taj Mahal",26-35,Larga(8-10h),Medio,Lento,Alta,Buena,Media
"Architecture, Art",False,Great Wall of China,"Machu Picchu, Great Wall of China, Colosseum",46-55,Corta(1-4h),Medio,Normal,Media,Excelente,Media
"Art, Architecture",False,Machu Picchu,Colosseum,56+,Media(5-7h),Medio,Lento,Media,Excelente,Media
"Art, Nature, Cultural",False,Machu Picchu,Eiffel Tower,56+,Media(5-7h),Medio,Normal,Alta,Buena,Media
Art,False,Colosseum,"Eiffel Tower, Great Wall of China",36-45,Corta(1-4h),Bajo,Normal,Baja,Buena,Media
Art,True,Machu Picchu,"Eiffel Tower, Colosseum",56+,Media(5-7h),Bajo,Lento,Media,Excelente,Media
"History, Cultural, Architecture",True,Taj Mahal,"Eiffel Tower, Great Wall of China",36-45,Corta(1-4h),Medio,Normal,Alta,Buena,Media
"Art, Cultural, Architecture",False,Machu Picchu,Eiffel Tower,46-55,Larga(8-10h),Medio,Lento,Alta,Excelente,Alta
"Architecture, Cultural",True,Machu Picchu,Colosseum,26-35,Media(5-7h),Alto,Lento,Alta,Excelente,Alta
"Cultural, History, Architecture",False,Colosseum,"Machu Picchu, Taj Mahal, Colosseum",46-55,Larga(8-10h),Bajo,Rápido,Media,Buena,Media
"History, Art, Architecture",False,Eiffel Tower,Eiffel Tower,56+,Corta(1-4h),Medio,Rápido,Alta,Excelente,Media
"Art, Architecture, Cultural",True,Great Wall of China,"Colosseum, Taj Mahal",36-45,Media(5-7h),Alto,Lento,Media,Buena,Alta
"Cultural, Art, Nature",False,Eiffel Tower,"Colosseum, Machu Picchu, Great Wall of China",46-55,Media(5-7h),Medio,Lento,Alta,Buena,Media
Architecture,False,Eiffel Tower,"Taj Mahal, Eiffel Tower, Great Wall of China",56+,Media(5-7h),Alto,Rápido,Media,Excelente,Alta
"Art, History",False,Great Wall of China,Colosseum,46-55,Corta(1-4h),Medio,Rápido,Media,Buena,Media
Architecture,False,Machu Picchu,Machu Picchu,56+,Media(5-7h),Alto,Rápido,Media,Excelente,Alta
Cultural,True,Colosseum,"Machu Picchu, Taj Mahal",46-55,Larga(8-10h),Medio,Normal,Media,Buena,Media
"Art, History, Nature",True,Eiffel Tower,"Machu Picchu, Taj Mahal, Great Wall of China",56+,Media(5-7h),Medio,Normal,Alta,Regular,Media
"Art, History, Cultural",False,Machu Picchu,Eiffel Tower,36-45,Corta(1-4h),Alto,Normal,Media,Buena,Alta
Nature,True,Taj Mahal,Machu Picchu,46-55,Media(5-7h),Medio,Lento,Media,Buena,Media
"Nature, Art",False,Great Wall of China,"Machu Picchu, Great Wall of China, Eiffel Tower",26-35,Larga(8-10h),Alto,Lento,Media,Buena,Alta
"Cultural, Nature, Art",True,Great Wall of China,"Great Wall of China, Taj Mahal, Colosseum",26-35,Larga(8-10h),Bajo,Normal,Media,Excelente,Media
Nature,True,Great Wall of China,"Colosseum, Eiffel Tower, Great Wall of China",36-45,Corta(1-4h),Alto,Lento,Media,Buena,Alta
Art,True,Colosseum,"Great Wall of China, Colosseum, Taj Mahal",46-55,Media(5-7h),Medio,Lento,Media,Excelente,Media
Architecture,True,Colosseum,Colosseum,26-35,Media(5-7h),Bajo,Lento,Media,Buena,Media
"History, Cultural",False,Eiffel Tower,"Colosseum, Machu Picchu",56+,Media(5-7h),Alto,Rápido,Alta,Buena,Alta
"Art, History",False,Taj Mahal,"Eiffel Tower, Taj Mahal, Machu Picchu",46-55,Corta(1-4h),Alto,Normal,Media,Buena,Alta
Cultural,False,Colosseum,Eiffel Tower,26-35,Media(5-7h),Alto,Lento,Media,Buena,Alta
History,True,Colosseum,"Eiffel Tower, Colosseum",56+,Media(5-7h),Medio,Rápido,Baja,Buena,Media
"Architecture, History",True,Taj Mahal,"Taj Mahal, Machu Picchu",56+,Media(5-7h),Bajo,Rápido,Alta,Buena,Media
"Art, Architecture, History",False,Eiffel Tower,"Colosseum, Eiffel Tower, Taj Mahal",26-35,Larga(8-10h),Alto,Lento,Media,Buena,Alta
"Nature, Architecture, Art",True,Eiffel Tower,"Eiffel Tower, Colosseum",26-35,Media(5-7h),Alto,Normal,Alta,Excelente,Alta
History,False,Taj Mahal,Great Wall of China,36-45,Media(5-7h),Alto,Lento,Media,Regular,Alta
Art,False,Machu Picchu,"Eiffel Tower, Colosseum, Great Wall of China",18-25,Larga(8-10h),Medio,Rápido,Media,Buena,Media
"Architecture, Art, Cultural",True,Eiffel Tower,"Taj Mahal, Colosseum, Eiffel Tower",56+,Media(5-7h),Alto,Lento,Media,Excelente,Alta
Nature,True,Taj Mahal,"Machu Picchu, Great Wall of China, Eiffel Tower",56+,Larga(8-10h),Alto,Rápido,Media,Excelente,Alta
Architecture,False,Eiffel Tower,"Great Wall of China, Taj Mahal, Machu Picchu",26-35,Corta(1-4h),Alto,Rápido,Media,Buena,Alta
Art,True,Colosseum,"Great Wall of China, Colosseum",56+,Media(5-7h),Alto,Lento,Media,Excelente,Alta
"Art, Nature, Architecture",True,Machu Picchu,"Taj Mahal, Great Wall of China, Machu Picchu",36-45,Media(5-7h),Medio,Lento,Alta,Excelente,Media
Nature,True,Eiffel Tower,"Machu Picchu, Great Wall of China, Colosseum",56+,Media(5-7h),Medio,Lento,Baja,Buena,Media
"Cultural, Nature",True,Taj Mahal,"Eiffel Tower, Taj Mahal, Great Wall of China",56+,Corta(1-4h),Alto,Lento,Media,Excelente,Alta
"Cultural, Art",False,Great Wall of China,"Great Wall of China, Machu Picchu, Colosseum",26-35,Corta(1-4h),Alto,Lento,Media,Excelente,Alta
"Cultural, Architecture",True,Colosseum,"Great Wall of China, Eiffel Tower, Taj Mahal",36-45,Larga(8-10h),Bajo,Lento,Media,Excelente,Media
"Cultural, Art, Nature",False,Colosseum,Eiffel Tower,56+,Media(5-7h),Alto,Rápido,Media,Buena,Alta
Nature,True,Great Wall of China,"Colosseum, Eiffel Tower, Machu Picchu",26-35,Media(5-7h),Medio,Normal,Alta,Excelente,Media
History,True,Taj Mahal,"Great Wall of China, Colosseum",56+,Larga(8-10h),Bajo,Rápido,Media,Buena,Media
Nature,True,Taj Mahal,Taj Mahal,46-55,Media(5-7h),Bajo,Rápido,Media,Buena,Media
"History, Art",True,Eiffel Tower,"Great Wall of China, Machu Picchu, Eiffel Tower",18-25,Media(5-7h),Alto,Rápido,Media,Excelente,Alta
Nature,True,Great Wall of China,Great Wall of China,56+,Media(5-7h),Alto,Lento,Alta,Buena,Alta
"Art, History, Nature",False,Colosseum,"Taj Mahal, Great Wall of China, Colosseum",46-55,Media(5-7h),Bajo,Lento,Media,Buena,Media
"History, Nature",True,Taj Mahal,Great Wall of China,46-55,Corta(1-4h),Alto,Rápido,Baja,Buena,Alta
"Art, Cultural, History",True,Eiffel Tower,"Great Wall of China, Taj Mahal, Machu Picchu",56+,Media(5-7h),Alto,Normal,Media,Excelente,Alta
"Art, History, Cultural",True,Machu Picchu,Taj Mahal,56+,Media(5-7h),Alto,Lento,Media,Buena,Alta
Architecture,False,Eiffel Tower,"Eiffel Tower, Great Wall of China",56+,Media(5-7h),Alto,Normal,Alta,Excelente,Alta
"Cultural, Art, History",True,Great Wall of China,Eiffel Tower,26-35,Media(5-7h),Alto,Lento,Media,Buena,Alta
"Nature, Cultural, History",False,Eiffel Tower,"Eiffel Tower, Great Wall of China, Machu Picchu",56+,Corta(1-4h),Medio,Lento,Media,Buena,Media
"Architecture, Nature, Art",False,Great Wall of China,"Eiffel Tower, Great Wall of China, Colosseum",56+,Corta(1-4h),Bajo,Rápido,Media,Regular,Media
Art,False,Colosseum,"Great Wall of China, Taj Mahal",18-25,Media(5-7h),Alto,Lento,Media,Excelente,Alta
"Architecture, Nature, Cultural",True,Great Wall of China,"Eiffel Tower, Great Wall of China, Machu Picchu",18-25,Media(5-7h),Medio,Normal,Media,Regular,Alta
"Architecture, Cultural",True,Machu Picchu,"Eiffel Tower, Machu Picchu, Colosseum",36-45,Media(5-7h),Medio,Lento,Media,Excelente,Alta
History,True,Machu Picchu,Taj Mahal,36-45,Corta(1-4h),Medio,Lento,Alta,Buena,Media
"Nature, Architecture, Art",False,Colosseum,Colosseum,56+,Larga(8-10h),Medio,Rápido,Alta,Buena,Media
"History, Art, Nature",False,Eiffel Tower,"Machu Picchu, Great Wall of China",46-55,Media(5-7h),Alto,Rápido,Media,Buena,Alta
"Nature, Architecture",True,Great Wall of China,"Machu Picchu, Colosseum",56+,Media(5-7h),Medio,Rápido,Media,Excelente,Media
"Cultural, Nature, Art",True,Eiffel Tower,Colosseum,46-55,Corta(1-4h),Medio,Lento,Media,Regular,Media
"Architecture, Art",False,Eiffel Tower,"Taj Mahal, Eiffel Tower",36-45,Media(5-7h),Alto,Lento,Media,Buena,Alta
"History, Nature, Cultural",True,Machu Picchu,"Great Wall of China, Taj Mahal, Eiffel Tower",26-35,Media(5-7h),Medio,Normal,Alta,Regular,Media
"Art, History, Nature",False,Great Wall of China,Machu Picchu,56+,Larga(8-10h),Bajo,Lento,Media,Buena,Media
Cultural,False,Colosseum,"Colosseum, Eiffel Tower",18-25,Media(5-7h),Medio,Lento,Alta,Excelente,Media
"Architecture, Cultural, Nature",True,Great Wall of China,"Taj Mahal, Great Wall of China, Colosseum",56+,Media(5-7h),Medio,Lento,Media,Excelente,Media
"History, Architecture",False,Eiffel Tower,"Machu Picchu, Eiffel Tower",56+,Media(5-7h),Alto,Lento,Media,Buena,Alta
"Architecture, Art, Cultural",False,Great Wall of China,"Eiffel Tower, Colosseum, Machu Picchu",56+,Media(5-7h),Alto,Lento,Media,Regular,Alta
"History, Architecture, Nature",False,Great Wall of China,Taj Mahal,26-35,Corta(1-4h),Alto,Lento,Baja,Buena,Alta
"History, Architecture, Art",False,Colosseum,"Machu Picchu, Colosseum, Eiffel Tower",46-55,Corta(1-4h),Medio,Lento,Media,Excelente,Media
Architecture,True,Taj Mahal,"Eiffel Tower, Colosseum, Taj Mahal",56+,Media(5-7h),Alto,Lento,Media,Excelente,Alta
Nature,False,Machu Picchu,Great Wall of China,26-35,Media(5-7h),Bajo,Normal,Media,Buena,Media
History,False,Taj Mahal,"Machu Picchu, Eiffel Tower, Great Wall of China",36-45,Media(5-7h),Medio,Normal,Alta,Buena,Media
"Nature, History, Architecture",True,Taj Mahal,"Machu Picchu, Colosseum",36-45,Media(5-7h),Medio,Normal,Alta,Regular,Media
History,True,Great Wall of China,"Taj Mahal, Eiffel Tower, Colosseum",56+,Corta(1-4h),Bajo,Normal,Alta,Excelente,Media
History,False,Colosseum,"Machu Picchu, Taj Mahal, Great Wall of China",56+,Media(5-7h),Medio,Rápido,Alta,Buena,Media
"History, Architecture",False,Great Wall of China,"Eiffel Tower, Colosseum, Taj Mahal",36-45,Media(5-7h),Alto,Lento,Media,Buena,Alta
"Nature, Architecture, History",True,Great Wall of China,Eiffel Tower,56+,Media(5-7h),Bajo,Normal,Alta,Buena,Media
"Nature, History",False,Taj Mahal,"Taj Mahal, Great Wall of China",46-55,Media(5-7h),Bajo,Rápido,Baja,Regular,Media
"History, Cultural",True,Eiffel Tower,Colosseum,46-55,Corta(1-4h),Alto,Lento,Media,Regular,Alta
Cultural,False,Colosseum,"Eiffel Tower, Colosseum, Taj Mahal",36-45,Media(5-7h),Medio,Lento,Media,Excelente,Media
Architecture,False,Eiffel Tower,"Great Wall of China, Eiffel Tower",56+,Media(5-7h),Bajo,Rápido,Media,Excelente,Media
"Architecture, History, Cultural",True,Colosseum,"Taj Mahal, Eiffel Tower",56+,Media(5-7h),Medio,Normal,Media,Buena,Media
"Nature, Art",False,Great Wall of China,Taj Mahal,26-35,Media(5-7h),Alto,Normal,Media,Excelente,Alta
"Nature, Art",False,Great Wall of China,"Eiffel Tower, Great Wall of China",36-45,Media(5-7h),Alto,Lento,Media,Buena,Alta
Cultural,False,Great Wall of China,"Colosseum, Machu Picchu, Eiffel Tower",46-55,Media(5-7h),Alto,Rápido,Baja,Buena,Alta
"Art, Nature",False,Eiffel Tower,"Colosseum, Machu Picchu, Great Wall of China",56+,Media(5-7h),Bajo,Normal,Alta,Regular,Media
History,True,Eiffel Tower,Great Wall of China,18-25,Corta(1-4h),Medio,Normal,Media,Excelente,Media
"Architecture, Cultural, History",True,Taj Mahal,"Eiffel Tower, Colosseum",18-25,Media(5-7h),Alto,Lento,Alta,Buena,Alta
"History, Nature",True,Eiffel Tower,"Colosseum, Machu Picchu, Great Wall of China",46-55,Corta(1-4h),Bajo,Lento,Media,Buena,Media
History,False,Colosseum,Great Wall of China,18-25,Media(5-7h),Bajo,Lento,Media,Regular,Media
"Art, Cultural",True,Taj Mahal,"Eiffel Tower, Colosseum",18-25,Media(5-7h),Bajo,Rápido,Alta,Buena,Media
"Nature, Art, History",False,Eiffel Tower,Great Wall of China,36-45,Media(5-7h),Bajo,Rápido,Media,Excelente,Media
"Art, Architecture",True,Taj Mahal,Colosseum,56+,Media(5-7h),Alto,Lento,Alta,Excelente,Alta
Architecture,True,Colosseum,"Eiffel Tower, Great Wall of China, Taj Mahal",56+,Corta(1-4h),Medio,Lento,Alta,Excelente,Alta
"Art, Cultural",False,Eiffel Tower,Great Wall of China,46-55,Corta(1-4h),Bajo,Lento,Media,Buena,Media
Art,False,Machu Picchu,"Eiffel Tower, Machu Picchu",56+,Media(5-7h),Bajo,Lento,Baja,Buena,Media
Art,False,Taj Mahal,"Eiffel Tower, Colosseum",26-35,Media(5-7h),Bajo,Lento,Media,Buena,Media
"History, Art, Architecture",False,Great Wall of China,Eiffel Tower,26-35,Media(5-7h),Bajo,Lento,Media,Excelente,Media
"Art, History, Cultural",False,Great Wall of China,"Machu Picchu, Great Wall of China",18-25,Corta(1-4h),Medio,Lento,Baja,Buena,Media
"Art, Nature",True,Great Wall of China,"Great Wall of China, Taj Mahal, Colosseum",36-45,Media(5-7h),Bajo,Normal,Media,Buena,Media
"Nature, Art",False,Great Wall of China,"Machu Picchu, Colosseum",56+,Media(5-7h),Medio,Rápido,Media,Buena,Media
"Art, Cultural",False,Taj Mahal,"Great Wall of China, Eiffel Tower, Machu Picchu",56+,Media(5-7h),Medio,Lento,Alta,Buena,Media
"Architecture, Nature",True,Colosseum,Eiffel Tower,46-55,Media(5-7h),Alto,Normal,Alta,Excelente,Alta
"Art, Cultural",False,Great Wall of China,"Great Wall of China, Colosseum, Eiffel Tower",56+,Media(5-7h),Alto,Lento,Media,Buena,Alta
"Art, Cultural, History",True,Machu Picchu,"Eiffel Tower, Great Wall of China",18-25,Media(5-7h),Alto,Normal,Alta,Excelente,Alta
History,True,Machu Picchu,"Great Wall of China, Eiffel Tower, Colosseum",26-35,Larga(8-10h),Medio,Normal,Alta,Buena,Media
"History, Nature",False,Eiffel Tower,"Great Wall of China, Colosseum, Eiffel Tower",26-35,Corta(1-4h),Alto,Lento,Media,Excelente,Alta
"Art, History, Architecture",False,Machu Picchu,"Eiffel Tower, Colosseum",18-25,Larga(8-10h),Alto,Lento,Alta,Buena,Alta
Nature,True,Great Wall of China,"Eiffel Tower, Colosseum, Great Wall of China",26-35,Corta(1-4h),Medio,Rápido,Media,Excelente,Media
"History, Nature, Architecture",False,Great Wall of China,"Colosseum, Machu Picchu, Great Wall of China",26-35,Media(5-7h),Medio,Lento,Alta,Excelente,Media
"Art, Nature",False,Great Wall of China,"Taj Mahal, Great Wall of China, Machu Picchu",26-35,Larga(8-10h),Medio,Lento,Media,Excelente,Media
