antecedents,consequents,support,confidence,lift
"8 GB, Core i5, Windows 10 Home",DDR4,0.1081,0.9444,1.0833
"8 GB, Core i5, Intel, Windows 10 Home",DDR4,0.1081,0.9444,1.0833
"8 GB, DDR4, Intel, Thin and Light Laptop",Processing & Multitasking,0.196,0.8525,1.0832
"DDR4, Thin and Light Laptop, Windows 11 Home",Processing & Multitasking,0.1653,0.8525,1.0831
"Intel, Thin and Light Laptop, Windows 11 Home",8 GB,0.1102,0.619,1.0822
"DDR4, Laptop",8 GB,0.0826,0.619,1.0822
"Laptop, Processing & Multitasking","8 GB, DDR4",0.0572,0.587,1.0822
"Core i3, Processing & Multitasking, Thin and Light Laptop, Windows 11 Home",DDR4,0.053,0.9434,1.0821
"Core i3, Intel, Processing & Multitasking, Thin and Light Laptop, Windows 11 Home",DDR4,0.053,0.9434,1.0821
"8 GB, Thin and Light Laptop, Windows 11 Home","Intel, Processing & Multitasking",0.089,0.6176,1.0817
"8 GB, Core i5, Intel, Windows 10 Home",Thin and Light Laptop,0.0636,0.5556,1.0813
"8 GB, Core i5, Windows 10 Home",Thin and Light Laptop,0.0636,0.5556,1.0813
"Core i3, Everyday Use, Thin and Light Laptop",DDR4,0.0519,0.9423,1.0808
"Core i3, Everyday Use, Intel, Thin and Light Laptop",DDR4,0.0519,0.9423,1.0808
"Thin and Light Laptop, Windows 11 Home",8 GB,0.1441,0.6182,1.0807
"Intel, Windows 10 Home","Processing & Multitasking, Thin and Light Laptop",0.1568,0.5034,1.08
"Core i5, Everyday Use, Intel",DDR4,0.0508,0.9412,1.0796
"Core i5, Everyday Use",DDR4,0.0508,0.9412,1.0796
"Core i3, Intel, Windows 11 Home","DDR4, Processing & Multitasking",0.071,0.7283,1.0792
"Core i3, Windows 11 Home","DDR4, Processing & Multitasking",0.071,0.7283,1.0792
"Everyday Use, Laptop",Intel,0.053,0.7692,1.079
"8 GB, Everyday Use, Windows 11 Home","DDR4, Intel",0.0583,0.6627,1.0785
Black,DDR4,0.0996,0.94,1.0782
"8 GB, Everyday Use, Windows 11 Home",DDR4,0.0826,0.9398,1.0779
"Processing & Multitasking, Windows 10 Home",Thin and Light Laptop,0.2076,0.5537,1.0777
"16 GB, Gaming, Windows 10 Home",DDR4,0.0657,0.9394,1.0775
"Performance, Processing & Multitasking",Intel,0.0561,0.7681,1.0774
"8 GB, Core i3, Windows 10 Home",Processing & Multitasking,0.053,0.8475,1.0767
"8 GB, Core i3, Intel, Windows 10 Home",Processing & Multitasking,0.053,0.8475,1.0767
"8 GB, Core i3, DDR4, Windows 10 Home",Processing & Multitasking,0.053,0.8475,1.0767
"8 GB, Core i3, DDR4, Intel, Windows 10 Home",Processing & Multitasking,0.053,0.8475,1.0767
"8 GB, Intel",DDR4,0.3877,0.9385,1.0764
"8 GB, Processing & Multitasking, Thin and Light Laptop",DDR4,0.2744,0.9384,1.0764
"Intel, Windows 10 Home",Processing & Multitasking,0.2638,0.8469,1.0761
"Everyday Use, Processing & Multitasking","DDR4, Intel",0.0847,0.6612,1.0761
"Everyday Use, Processing & Multitasking, Thin and Light Laptop",Intel,0.0593,0.7671,1.076
"Processing & Multitasking, Transparent Silver",Intel,0.0593,0.7671,1.076
"8 GB, Processing & Multitasking, Thin and Light Laptop, Windows 11 Home","DDR4, Intel",0.0784,0.6607,1.0754
Transparent Silver,Intel,0.0625,0.7662,1.0748
"8 GB, Processing & Multitasking",DDR4,0.4248,0.9369,1.0747
"8 GB, Core i5, Intel, Processing & Multitasking, Windows 10 Home",DDR4,0.0943,0.9368,1.0746
"8 GB, Core i5, Processing & Multitasking, Windows 10 Home",DDR4,0.0943,0.9368,1.0746
"8 GB, Everyday Use, Thin and Light Laptop",Intel,0.0763,0.766,1.0744
"Thin and Light Laptop, Windows 10 Home","DDR4, Intel",0.1398,0.66,1.0742
"8 GB, Intel, Windows 10 Home",Thin and Light Laptop,0.107,0.5519,1.0742
"Everyday Use, Windows 11 Home",DDR4,0.1091,0.9364,1.074
"Core i3, DDR4, Windows 10 Home",Processing & Multitasking,0.0752,0.8452,1.0739
"Core i3, DDR4, Intel, Windows 10 Home",Processing & Multitasking,0.0752,0.8452,1.0739
"Core i3, Windows 10 Home",Processing & Multitasking,0.0752,0.8452,1.0739
"Core i3, Intel, Windows 10 Home",Processing & Multitasking,0.0752,0.8452,1.0739
"DDR4, Everyday Use, Laptop",Intel,0.0519,0.7656,1.0739
"8 GB, Everyday Use, Thin and Light Laptop",DDR4,0.0932,0.9362,1.0738
4 GB,Processing & Multitasking,0.0922,0.8447,1.0732
"8 GB, Intel, Thin and Light Laptop",DDR4,0.2299,0.9353,1.0729
"DDR4, Laptop, Processing & Multitasking",8 GB,0.0572,0.6136,1.0727
"8 GB, Thin and Light Laptop, Windows 11 Home",Intel,0.1102,0.7647,1.0726
"Core i5, DDR4",Processing & Multitasking,0.2288,0.8438,1.072
"Core i5, DDR4, Intel",Processing & Multitasking,0.2288,0.8438,1.072
"Core i7, Processing & Multitasking","DDR4, Intel",0.0572,0.6585,1.0718
"8 GB, Windows 11 Home","DDR4, Intel",0.1388,0.6583,1.0714
"Everyday Use, Processing & Multitasking",DDR4,0.1197,0.9339,1.0712
"DDR4, Processing & Multitasking, Windows 10 Home",Thin and Light Laptop,0.1854,0.5503,1.0711
"Thin and Light Laptop, Windows 11 Home",Intel,0.178,0.7636,1.0711
"Everyday Use, Windows 11 Home",Intel,0.089,0.7636,1.0711
"8 GB, Core i5, Intel",Processing & Multitasking,0.1758,0.8426,1.0706
Everyday Use,Intel,0.1674,0.7633,1.0706
"8 GB, Core i5",Processing & Multitasking,0.1758,0.8426,1.0706
"Everyday Use, Thin and Light Laptop, Windows 11 Home",Intel,0.0614,0.7632,1.0705
"Thin and Light Laptop, Windows 11 Home","DDR4, Intel, Processing & Multitasking",0.1208,0.5182,1.0704
"DDR4, Intel, Windows 11 Home",8 GB,0.1388,0.6121,1.0701
"Gaming, Windows 10 Home",DDR4,0.1324,0.9328,1.07
"8 GB, Windows 10 Home",Processing & Multitasking,0.2256,0.8419,1.0697
"AMD, Gaming Laptop",DDR4,0.0879,0.9326,1.0697
"Black, Intel",DDR4,0.0731,0.9324,1.0695
"8 GB, Everyday Use, Processing & Multitasking",DDR4,0.0869,0.9318,1.0688
"DDR4, Performance",Intel,0.0508,0.7619,1.0687
"Core i3, Thin and Light Laptop",Processing & Multitasking,0.1176,0.8409,1.0684
"AMD, Ryzen 5 Hexa Core","DDR4, Processing & Multitasking",0.0657,0.7209,1.0684
Ryzen 5 Hexa Core,"DDR4, Processing & Multitasking",0.0657,0.7209,1.0684
"Core i3, Intel, Thin and Light Laptop",Processing & Multitasking,0.1176,0.8409,1.0684
"8 GB, DDR4, Everyday Use, Thin and Light Laptop",Intel,0.071,0.7614,1.0679
"Everyday Use, Thin and Light Laptop",DDR4,0.1144,0.931,1.0679
Laptop,8 GB,0.0847,0.6107,1.0676
"8 GB, Everyday Use, Intel, Thin and Light Laptop",DDR4,0.071,0.9306,1.0674
"Core i5, Windows 11 Home",Processing & Multitasking,0.089,0.84,1.0672
"Core i5, Intel, Windows 11 Home",Processing & Multitasking,0.089,0.84,1.0672
"AMD, Ryzen 5 Hexa Core",DDR4,0.0847,0.9302,1.067
Ryzen 5 Hexa Core,DDR4,0.0847,0.9302,1.067
"Intel, Processing & Multitasking, Thin and Light Laptop",8 GB,0.2119,0.6098,1.0659
"Core i5, Intel, Windows 10 Home",DDR4,0.1377,0.9286,1.0651
"Core i5, Windows 10 Home",DDR4,0.1377,0.9286,1.0651
"Core i5, Intel, Thin and Light Laptop","8 GB, DDR4",0.107,0.5771,1.0641
"Core i5, Thin and Light Laptop","8 GB, DDR4",0.107,0.5771,1.0641
"Core i3, DDR4, Intel, Thin and Light Laptop",Processing & Multitasking,0.1144,0.8372,1.0637
"Core i3, DDR4, Thin and Light Laptop",Processing & Multitasking,0.1144,0.8372,1.0637
"Core i5, DDR4, Intel, Windows 10 Home",Thin and Light Laptop,0.0752,0.5462,1.063
"Core i5, DDR4, Windows 10 Home",Thin and Light Laptop,0.0752,0.5462,1.063
"Gaming, Gaming Laptop",DDR4,0.1875,0.9267,1.0629
"8 GB, Thin and Light Laptop, Windows 11 Home",DDR4,0.1335,0.9265,1.0627
"DDR4, Everyday Use",Intel,0.1589,0.7576,1.0626
"8 GB, Intel, Processing & Multitasking",DDR4,0.3061,0.9263,1.0625
"Processing & Multitasking, Windows 10 Home","8 GB, DDR4",0.2161,0.5763,1.0625
"8 GB, DDR4, Windows 10 Home",Processing & Multitasking,0.2161,0.8361,1.0622
"Black, Processing & Multitasking",DDR4,0.0794,0.9259,1.0621
"DDR4, Intel, Processing & Multitasking, Windows 11 Home",8 GB,0.1049,0.6074,1.0618
"DDR4, Everyday Use",Thin and Light Laptop,0.1144,0.5455,1.0617
"16 GB, Core i7","DDR4, Intel",0.0636,0.6522,1.0615
"Intel, Windows 10 Home",DDR4,0.2881,0.9252,1.0612
"8 GB, Intel, Processing & Multitasking, Thin and Light Laptop",DDR4,0.196,0.925,1.061
"Entertainment, Performance, Processing & Multitasking",DDR4,0.0519,0.9245,1.0605
"Entertainment, Performance",DDR4,0.0519,0.9245,1.0605
"DDR4, Intel, Windows 10 Home",Processing & Multitasking,0.2405,0.8346,1.0603
"8 GB, Core i5, DDR4",Processing & Multitasking,0.16,0.8343,1.0599
"8 GB, Core i5, DDR4, Intel",Processing & Multitasking,0.16,0.8343,1.0599
"Core i3, Windows 11 Home",DDR4,0.09,0.9239,1.0597
"Core i3, Intel, Windows 11 Home",DDR4,0.09,0.9239,1.0597
"Processing & Multitasking, Thin and Light Laptop, Windows 10 Home",Intel,0.1568,0.7551,1.0592
Entertainment,DDR4,0.0636,0.9231,1.0588
"Everyday Use, Intel, Thin and Light Laptop",DDR4,0.089,0.9231,1.0588
Transparent Silver,DDR4,0.0752,0.9221,1.0576
"8 GB, DDR4, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home",Intel,0.1006,0.754,1.0576
"DDR4, Everyday Use, Processing & Multitasking, Thin and Light Laptop",Intel,0.0519,0.7538,1.0574
"DDR4, Intel, Thin and Light Laptop, Windows 11 Home",Processing & Multitasking,0.1208,0.8321,1.0572
"16 GB, Processing & Multitasking",Thin and Light Laptop,0.1271,0.543,1.0569
"DDR4, Processing & Multitasking, Windows 11 Home",8 GB,0.1441,0.6044,1.0567
"8 GB, Processing & Multitasking, Windows 11 Home",Intel,0.1229,0.7532,1.0566
"8 GB, Everyday Use, Thin and Light Laptop, Windows 11 Home",DDR4,0.0614,0.9206,1.056
"Thin and Light Laptop, Windows 11 Home","8 GB, DDR4",0.1335,0.5727,1.056
"8 GB, DDR4, Intel, Windows 10 Home",Thin and Light Laptop,0.1017,0.5424,1.0557
"Black, Windows 10 Home",Processing & Multitasking,0.0519,0.8305,1.0552
"Everyday Use, Intel, Processing & Multitasking",DDR4,0.0847,0.9195,1.0547
"8 GB, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home",Intel,0.1059,0.7519,1.0546
"Core i5, Intel, Processing & Multitasking, Windows 10 Home",DDR4,0.1208,0.9194,1.0545
"8 GB, Everyday Use, Intel, Processing & Multitasking",DDR4,0.0604,0.9194,1.0545
"Core i5, Processing & Multitasking, Windows 10 Home",DDR4,0.1208,0.9194,1.0545
"8 GB, Intel, Thin and Light Laptop, Windows 11 Home","DDR4, Processing & Multitasking",0.0784,0.7115,1.0545
"8 GB, Everyday Use, Processing & Multitasking","DDR4, Intel",0.0604,0.6477,1.0542
"8 GB, Core i5",DDR4,0.1917,0.9188,1.0539
"8 GB, Core i5, Intel",DDR4,0.1917,0.9188,1.0539
"Processing & Multitasking, Thin and Light Laptop, Windows 11 Home",Intel,0.1536,0.7513,1.0538
Windows 10 Home,"8 GB, DDR4",0.2585,0.5714,1.0536
Windows 10 Home,Processing & Multitasking,0.375,0.829,1.0533
"Entertainment, Processing & Multitasking",DDR4,0.0593,0.918,1.053
Intel,Thin and Light Laptop,0.3856,0.5409,1.0527
"Processing & Multitasking, Transparent Silver",DDR4,0.071,0.9178,1.0527
Thin and Light Laptop,Intel,0.3856,0.7505,1.0527
"Core i3, Intel, Thin and Light Laptop, Windows 11 Home",Processing & Multitasking,0.0561,0.8281,1.0522
"Core i3, Thin and Light Laptop, Windows 11 Home",Processing & Multitasking,0.0561,0.8281,1.0522
"8 GB, Windows 10",Intel,0.0508,0.75,1.052
"8 GB, Processing & Multitasking, Thin and Light Laptop, Windows 11 Home",Intel,0.089,0.75,1.052
"Processing & Multitasking, Windows 10 Home",8 GB,0.2256,0.6017,1.0519
"8 GB, Everyday Use, Intel, Windows 11 Home",DDR4,0.0583,0.9167,1.0514
"8 GB, Core i5, Intel, Thin and Light Laptop, Windows 10 Home",DDR4,0.0583,0.9167,1.0514
"Everyday Use, Intel, Windows 11 Home",DDR4,0.0816,0.9167,1.0514
"AMD, Thin and Light Laptop",DDR4,0.1049,0.9167,1.0514
"Black, Intel, Processing & Multitasking",DDR4,0.0583,0.9167,1.0514
"8 GB, Core i5, Intel, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home",DDR4,0.0583,0.9167,1.0514
"8 GB, Core i5, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home",DDR4,0.0583,0.9167,1.0514
"8 GB, Core i5, Thin and Light Laptop, Windows 10 Home",DDR4,0.0583,0.9167,1.0514
"AMD, DDR4, Processing & Multitasking",8 GB,0.107,0.6012,1.051
"Thin and Light Laptop, Windows 11 Home","DDR4, Processing & Multitasking",0.1653,0.7091,1.0508
Black,"Intel, Processing & Multitasking",0.0636,0.6,1.0508
Windows 10 Home,DDR4,0.4142,0.9157,1.0503
"DDR4, Thin and Light Laptop, Windows 11 Home",Intel,0.1451,0.7486,1.0501
"DDR4, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home",Intel,0.1388,0.7486,1.05
"8 GB, Everyday Use",Intel,0.1229,0.7484,1.0497
"8 GB, Core i5, DDR4, Intel, Windows 10 Home",Thin and Light Laptop,0.0583,0.5392,1.0495
"8 GB, Core i5, DDR4, Windows 10 Home",Thin and Light Laptop,0.0583,0.5392,1.0495
"Gaming, Intel",DDR4,0.1133,0.9145,1.049
"DDR4, Everyday Use, Windows 11 Home",Intel,0.0816,0.7476,1.0486
Gaming Laptop,DDR4,0.2023,0.9139,1.0482
"8 GB, Core i3, Windows 11 Home",DDR4,0.0784,0.9136,1.0479
"8 GB, Core i3, Intel, Windows 11 Home",DDR4,0.0784,0.9136,1.0479
"DDR4, Windows 11 Home",8 GB,0.1917,0.5993,1.0477
"4 GB, Processing & Multitasking","DDR4, Intel",0.0593,0.6437,1.0476
"DDR4, Transparent Silver",Intel,0.0561,0.7465,1.0471
"Processing & Multitasking, Windows 11 Home",Intel,0.2182,0.7464,1.0469
"DDR4, Processing & Multitasking, Transparent Silver",Intel,0.053,0.7463,1.0468
"Gaming, Processing & Multitasking",DDR4,0.0996,0.9126,1.0468
"Everyday Use, Performance",DDR4,0.0551,0.9123,1.0464
"Everyday Use, Performance, Processing & Multitasking",DDR4,0.0551,0.9123,1.0464
"8 GB, DDR4, Thin and Light Laptop, Windows 11 Home",Intel,0.0996,0.746,1.0464
"4 GB, Intel",Processing & Multitasking,0.0742,0.8235,1.0463
"8 GB, Processing & Multitasking, Windows 11 Home","DDR4, Intel",0.1049,0.6429,1.0463
"8 GB, Thin and Light Laptop, Windows 11 Home",Processing & Multitasking,0.1186,0.8235,1.0463
"8 GB, Windows 10 Home",Thin and Light Laptop,0.1441,0.5375,1.0463
"AMD, Processing & Multitasking, Windows 11 Home",DDR4,0.0657,0.9118,1.0458
"Processing & Multitasking, Ryzen 5 Hexa Core",DDR4,0.0657,0.9118,1.0458
"AMD, Processing & Multitasking, Ryzen 5 Hexa Core",DDR4,0.0657,0.9118,1.0458
"Intel, Processing & Multitasking, Windows 10 Home",DDR4,0.2405,0.9116,1.0457
"Processing & Multitasking, Thin and Light Laptop",Intel,0.3475,0.7455,1.0456
"Laptop, Processing & Multitasking",8 GB,0.0583,0.5978,1.0451
"Thin and Light Laptop, Windows 10 Home",Intel,0.1578,0.745,1.045
"8 GB, Processing & Multitasking, Thin and Light Laptop, Windows 11 Home",DDR4,0.1081,0.9107,1.0446
"16 GB, Core i5","DDR4, Processing & Multitasking",0.0657,0.7045,1.0441
"16 GB, Core i5, Intel","DDR4, Processing & Multitasking",0.0657,0.7045,1.0441
"8 GB, DDR4, Thin and Light Laptop, Windows 10 Home",Intel,0.1017,0.7442,1.0439
"DDR4, Intel",Thin and Light Laptop,0.3294,0.5362,1.0437
Thin and Light Laptop,"DDR4, Intel",0.3294,0.6412,1.0437
"Processing & Multitasking, Windows 10 Home","DDR4, Intel",0.2405,0.6412,1.0437
"8 GB, Core i5, Intel, Processing & Multitasking",DDR4,0.16,0.9096,1.0434
"8 GB, Core i5, Processing & Multitasking",DDR4,0.16,0.9096,1.0434
"8 GB, Windows 11 Home",DDR4,0.1917,0.9095,1.0433
"8 GB, Windows 11 Home",Intel,0.1568,0.7437,1.0432
"8 GB, Core i3, Intel, Windows 11 Home","DDR4, Processing & Multitasking",0.0604,0.7037,1.0429
"8 GB, Core i3, Windows 11 Home","DDR4, Processing & Multitasking",0.0604,0.7037,1.0429
"AMD, DDR4, Processing & Multitasking",Thin and Light Laptop,0.0953,0.5357,1.0427
"AMD, Processing & Multitasking, Thin and Light Laptop",DDR4,0.0953,0.9091,1.0427
"8 GB, DDR4, Everyday Use",Intel,0.1165,0.7432,1.0425
"Gaming, Gaming Laptop, Intel",DDR4,0.1049,0.9083,1.0418
"8 GB, Thin and Light Laptop, Windows 10 Home",Intel,0.107,0.7426,1.0417
"Core i3, DDR4, Thin and Light Laptop, Windows 11 Home",Processing & Multitasking,0.053,0.8197,1.0414
"Core i3, DDR4, Intel, Thin and Light Laptop, Windows 11 Home",Processing & Multitasking,0.053,0.8197,1.0414
"Everyday Use, Thin and Light Laptop, Windows 11 Home",DDR4,0.0731,0.9079,1.0414
"Intel, Processing & Multitasking, Thin and Light Laptop","8 GB, DDR4",0.196,0.564,1.0399
AMD,DDR4,0.2447,0.9059,1.0391
"Black, Processing & Multitasking",Intel,0.0636,0.7407,1.039
"Core i3, Processing & Multitasking, Windows 11 Home",DDR4,0.071,0.9054,1.0385
"Core i3, Intel, Processing & Multitasking, Windows 11 Home",DDR4,0.071,0.9054,1.0385
"8 GB, DDR4, Processing & Multitasking, Windows 10 Home",Intel,0.16,0.7402,1.0383
Black,Intel,0.0784,0.74,1.038
"16 GB, Gaming, Intel",DDR4,0.0604,0.9048,1.0378
"16 GB, Gaming, Gaming Laptop",DDR4,0.1006,0.9048,1.0378
"4 GB, DDR4",Processing & Multitasking,0.0752,0.8161,1.0369
"Laptop, Processing & Multitasking",Intel,0.072,0.7391,1.0368
Windows 10 Home,"DDR4, Intel",0.2881,0.637,1.0368
"DDR4, Everyday Use, Thin and Light Laptop, Windows 11 Home",Intel,0.054,0.7391,1.0368
"8 GB, Intel, Thin and Light Laptop, Windows 11 Home",DDR4,0.0996,0.9038,1.0367
"DDR4, Thin and Light Laptop",Intel,0.3294,0.7387,1.0362
"DDR4, Laptop, Processing & Multitasking",Intel,0.0689,0.7386,1.0361
"16 GB, Gaming, Gaming Laptop, Intel",DDR4,0.0593,0.9032,1.036
Windows 10 Home,8 GB,0.268,0.5925,1.0358
"16 GB, Gaming Laptop, Intel",DDR4,0.0689,0.9028,1.0355
"16 GB, Intel, Windows 10 Home",Processing & Multitasking,0.0699,0.8148,1.0352
"DDR4, Thin and Light Laptop, Windows 10 Home",Intel,0.1398,0.7374,1.0344
"Gaming, Gaming Laptop, Processing & Multitasking","DDR4, Intel",0.0572,0.6353,1.034
"8 GB, Processing & Multitasking, Windows 10 Home",Intel,0.1663,0.7371,1.0339
"DDR4, Windows 10 Home",Processing & Multitasking,0.3369,0.8133,1.0333
"8 GB, Thin and Light Laptop",Intel,0.2458,0.7365,1.0331
"Gaming Laptop, Intel",DDR4,0.1144,0.9,1.0323
"Intel, Thin and Light Laptop, Windows 11 Home","8 GB, DDR4",0.0996,0.5595,1.0316
"16 GB, Intel",Processing & Multitasking,0.1642,0.8115,1.0311
"Everyday Use, Processing & Multitasking, Windows 11 Home",DDR4,0.0657,0.8986,1.0307
"16 GB, Gaming Laptop",DDR4,0.1123,0.8983,1.0304
"Processing & Multitasking, Windows 10 Home",DDR4,0.3369,0.8983,1.0304
"Intel, Transparent Silver",DDR4,0.0561,0.8983,1.0304
"Black, Intel",Processing & Multitasking,0.0636,0.8108,1.0302
"AMD, Windows 11 Home",DDR4,0.0932,0.898,1.03
"Black, DDR4",Intel,0.0731,0.734,1.0296
"Core i5, DDR4, Windows 11 Home",Processing & Multitasking,0.0678,0.8101,1.0293
"Core i5, DDR4, Intel, Windows 11 Home",Processing & Multitasking,0.0678,0.8101,1.0293
Black,Processing & Multitasking,0.0858,0.81,1.0291
"8 GB, DDR4, Windows 10 Home",Thin and Light Laptop,0.1367,0.5287,1.029
"Black, DDR4, Processing & Multitasking",Intel,0.0583,0.7333,1.0286
"16 GB, Processing & Multitasking, Thin and Light Laptop",Intel,0.0932,0.7333,1.0286
"8 GB, DDR4, Thin and Light Laptop, Windows 11 Home","Intel, Processing & Multitasking",0.0784,0.5873,1.0286
"8 GB, Core i3, Thin and Light Laptop",Processing & Multitasking,0.09,0.8095,1.0285
"8 GB, Core i3, Intel, Thin and Light Laptop",Processing & Multitasking,0.09,0.8095,1.0285
"8 GB, DDR4, Thin and Light Laptop, Windows 11 Home",Processing & Multitasking,0.1081,0.8095,1.0285
"Core i5, Processing & Multitasking, Thin and Light Laptop","8 GB, DDR4",0.0975,0.5576,1.028
"Core i5, Intel, Processing & Multitasking, Thin and Light Laptop","8 GB, DDR4",0.0975,0.5576,1.028
"Thin and Light Laptop, Windows 10 Home",DDR4,0.1896,0.895,1.0266
"AMD, Windows 10 Home",DDR4,0.1261,0.8947,1.0263
"8 GB, Everyday Use, Processing & Multitasking, Thin and Light Laptop",DDR4,0.054,0.8947,1.0263
"8 GB, Intel, Thin and Light Laptop, Windows 11 Home",Processing & Multitasking,0.089,0.8077,1.0262
"DDR4, Processing & Multitasking, Thin and Light Laptop",Intel,0.2913,0.7314,1.0259
"8 GB, Core i5, Intel, Thin and Light Laptop",DDR4,0.107,0.8938,1.0252
"8 GB, Core i5, Thin and Light Laptop",DDR4,0.107,0.8938,1.0252
"DDR4, Processing & Multitasking, Thin and Light Laptop, Windows 11 Home",Intel,0.1208,0.7308,1.025
"AMD, Processing & Multitasking",DDR4,0.178,0.8936,1.025
"AMD, Processing & Multitasking",Thin and Light Laptop,0.1049,0.5266,1.025
"Black, DDR4","Intel, Processing & Multitasking",0.0583,0.5851,1.0248
"Processing & Multitasking, Thin and Light Laptop, Windows 10 Home",DDR4,0.1854,0.8929,1.0241
"Intel, Processing & Multitasking, Transparent Silver",DDR4,0.053,0.8929,1.0241
"16 GB, Thin and Light Laptop",Intel,0.0943,0.7295,1.0233
"8 GB, Processing & Multitasking",Intel,0.3305,0.729,1.0225
"Core i3, Intel, Windows 11 Home",Processing & Multitasking,0.0784,0.8043,1.0219
"Core i3, Windows 11 Home",Processing & Multitasking,0.0784,0.8043,1.0219
"8 GB, Core i3, Processing & Multitasking, Windows 11 Home",DDR4,0.0604,0.8906,1.0216
"AMD, DDR4",8 GB,0.143,0.5844,1.0216
"8 GB, Core i3, Intel, Processing & Multitasking, Windows 11 Home",DDR4,0.0604,0.8906,1.0216
4 GB,"DDR4, Processing & Multitasking",0.0752,0.6893,1.0215
Gaming,DDR4,0.1981,0.8905,1.0214
"8 GB, Core i3, DDR4, Thin and Light Laptop",Processing & Multitasking,0.0869,0.8039,1.0214
"8 GB, Core i3, DDR4, Intel, Thin and Light Laptop",Processing & Multitasking,0.0869,0.8039,1.0214
"8 GB, DDR4, Thin and Light Laptop",Intel,0.2299,0.7282,1.0214
"Everyday Use, Processing & Multitasking, Thin and Light Laptop",DDR4,0.0689,0.8904,1.0213
Windows 10 Home,"Intel, Processing & Multitasking",0.2638,0.5831,1.0213
"8 GB, DDR4, Processing & Multitasking, Windows 11 Home",Intel,0.1049,0.7279,1.0211
"Gaming, Processing & Multitasking, Windows 10 Home",DDR4,0.0773,0.8902,1.0211
"8 GB, Windows 11 Home","Intel, Processing & Multitasking",0.1229,0.5829,1.0209
Windows 11 Home,Intel,0.2828,0.7275,1.0205
"AMD, DDR4, Processing & Multitasking, Windows 10 Home",8 GB,0.0561,0.5824,1.0182
"Core i5, Thin and Light Laptop, Windows 10 Home",DDR4,0.0752,0.8875,1.018
"Core i5, Intel, Thin and Light Laptop, Windows 10 Home",DDR4,0.0752,0.8875,1.018
"Core i5, Intel, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home",DDR4,0.0752,0.8875,1.018
"Core i5, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home",DDR4,0.0752,0.8875,1.018
Performance,DDR4,0.0667,0.8873,1.0178
Intel,Processing & Multitasking,0.571,0.8009,1.0176
Processing & Multitasking,Intel,0.571,0.7254,1.0176
"8 GB, DDR4, Processing & Multitasking, Thin and Light Laptop, Windows 11 Home",Intel,0.0784,0.7255,1.0176
"8 GB, DDR4, Windows 10 Home",Intel,0.1875,0.7254,1.0175
"Processing & Multitasking, Thin and Light Laptop","DDR4, Intel",0.2913,0.625,1.0172
LPDDR4X,Intel,0.0614,0.725,1.0169
"LPDDR4X, Processing & Multitasking",Intel,0.0614,0.725,1.0169
"DDR4, Windows 10 Home","Intel, Processing & Multitasking",0.2405,0.5806,1.0168
"Everyday Use, Processing & Multitasking, Windows 11 Home",Intel,0.053,0.7246,1.0164
"8 GB, Processing & Multitasking, Thin and Light Laptop",Intel,0.2119,0.7246,1.0164
"8 GB, Intel",Processing & Multitasking,0.3305,0.8,1.0164
"8 GB, AMD, Windows 10 Home",Processing & Multitasking,0.0593,0.8,1.0164
"Intel, Thin and Light Laptop, Windows 10 Home",DDR4,0.1398,0.8859,1.0162
"DDR4, Processing & Multitasking, Windows 11 Home",Intel,0.1727,0.7244,1.0162
"8 GB, AMD",Thin and Light Laptop,0.0763,0.5217,1.0155
"8 GB, Intel, Windows 11 Home",DDR4,0.1388,0.8851,1.0153
"Intel, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home",DDR4,0.1388,0.8851,1.0153
"Gaming Laptop, Processing & Multitasking","DDR4, Intel",0.0667,0.6238,1.0152
"8 GB, DDR4, Windows 11 Home",Intel,0.1388,0.7238,1.0152
"8 GB, Core i5, Intel, Processing & Multitasking, Thin and Light Laptop",DDR4,0.0975,0.8846,1.0147
"8 GB, Core i5, Processing & Multitasking, Thin and Light Laptop",DDR4,0.0975,0.8846,1.0147
"8 GB, Windows 10 Home",Intel,0.1939,0.7233,1.0146
"Processing & Multitasking, Thin and Light Laptop, Windows 11 Home",8 GB,0.1186,0.5803,1.0145
"8 GB, Everyday Use, Windows 11 Home",Intel,0.0636,0.7229,1.014
"AMD, Windows 10 Home","DDR4, Processing & Multitasking",0.0964,0.6842,1.014
"Performance, Processing & Multitasking",DDR4,0.0646,0.8841,1.014
"Core i5, Intel, Windows 11 Home",8 GB,0.0614,0.58,1.0139
"Core i5, Windows 11 Home",8 GB,0.0614,0.58,1.0139
"Black, DDR4",Processing & Multitasking,0.0794,0.7979,1.0137
"Thin and Light Laptop, Windows 11 Home","DDR4, Intel",0.1451,0.6227,1.0135
Intel,8 GB,0.4131,0.5795,1.013
8 GB,Intel,0.4131,0.7222,1.013
"8 GB, Processing & Multitasking, Windows 11 Home",DDR4,0.1441,0.8831,1.013
"AMD, Windows 11 Home",Thin and Light Laptop,0.054,0.5204,1.0129
